Date,provincename,Construction,Transportation and warehousing,Agriculture ,Population,Station Name,Max Temp (°C),Total Snow (cm),Total Precip (mm),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Longitude (x),Latitude (y)
2015-11-01,Prince Edward Island,15.78828796,9.769754658,15.28583071,14829,Summerside,10.1,1.6636363636363638,8.9,2.1,6.1,11.9,0,-63.84,46.44
2015-12-01,Prince Edward Island,17.08906608,11.78758202,14.25639542,14829,Summerside,1.3,1.6636363636363638,0,-5.1,-1.9,19.9,0,-63.84,46.44
2016-01-01,Prince Edward Island,20.00599981,13.68768793,10.6362255,14829,Summerside,-0.1,1.6909090909090911,0,-5.9,-3,21,0,-63.84,46.44
2016-02-01,Prince Edward Island,22.15826435,13.54629187,11.67738001,14829,Summerside,6.9,1.6909090909090911,0,0.2,3.6,14.4,0,-63.84,46.44
2016-03-01,Prince Edward Island,18.6256586,12.46338944,12.71289344,14829,Summerside,3.1,1.6727272727272728,0.2,-7.3,-2.1,20.1,0,-63.84,46.44
2016-04-01,Prince Edward Island,17.65979615,11.65847413,10.77757217,14829,Summerside,13.8,1.945454545454545,4.2,7.2,10.5,7.5,0,-63.84,46.44
2016-05-01,Prince Edward Island,21.47521701,10.07949743,13.42446649,14829,Summerside,12.4,1.1363636363636362,0,-1.7,5.4,12.6,0,-63.84,46.44
2016-06-01,Prince Edward Island,19.43664393,11.14921778,12.82446848,14829,Summerside,10.9,1.1545454545454543,0.3,3.3,7.1,10.9,0,-63.84,46.44
2016-07-01,Prince Edward Island,18.41747474,11.14347406,14.08972158,14829,Summerside,27.3,2.536363636363636,0,14.3,20.8,0,2.8,-63.84,46.44
2016-08-01,Prince Edward Island,18.71077038,11.1849033,12.56328162,14829,Summerside,25.7,2.8818181818181814,0,10.9,18.3,0,0.3,-63.84,46.44
2016-09-01,Prince Edward Island,19.1833701,10.80108712,13.96138622,14829,Summerside,21.9,2.8818181818181814,7.8,16,19,0,1,-63.84,46.44
2016-10-01,Prince Edward Island,20.26686746,10.80297162,13.7075156,14829,Summerside,18.4,2.5727272727272723,0,7.1,12.8,5.2,0,-63.84,46.44
2016-11-01,Prince Edward Island,21.53577179,10.72535777,10.69055697,14829,Summerside,7.2,2.5727272727272723,0.2,3.5,5.4,12.6,0,-63.84,46.44
2016-12-01,Prince Edward Island,20.37464566,13.20991099,11.88985049,14829,Summerside,3.8,2.972727272727272,15.2,0.2,2,16,0,-63.84,46.44
2017-01-01,Prince Edward Island,24.20390261,12.38854726,12.68681264,14829,Summerside,2.5,3.2545454545454544,3.8,-6.6,-2.1,20.1,0,-63.84,46.44
2017-02-01,Prince Edward Island,20.97868173,12.15829211,11.53509479,14829,Summerside,-2.9,3.2545454545454544,0.2,-14.6,-8.8,26.8,0,-63.84,46.44
2017-03-01,Prince Edward Island,24.05232045,14.42303444,11.52320201,14829,Summerside,7.6,2.545454545454545,0.8,-1.3,3.2,14.8,0,-63.84,46.44
2017-04-01,Prince Edward Island,19.48765628,15.24969802,11.24616694,14829,Summerside,1,2.545454545454545,0,-8.3,-3.7,21.7,0,-63.84,46.44
2017-05-01,Prince Edward Island,23.05302161,12.73896052,13.7401608,14829,Summerside,9.1,2.527272727272727,4.7,2.7,5.9,12.1,0,-63.84,46.44
2017-06-01,Prince Edward Island,22.94605206,13.20787105,14.77982686,14829,Summerside,19.9,1.1636363636363636,3.1,10,15,3,0,-63.84,46.44
2017-07-01,Prince Edward Island,22.61257772,13.53104785,11.99412739,14829,Summerside,20.1,1.1909090909090907,0,14,17.1,0.9,0,-63.84,46.44
2017-08-01,Prince Edward Island,24.35234819,11.41586087,12.55220537,14829,Summerside,25.4,1.1727272727272726,0,12.3,18.9,0,0.9,-63.84,46.44
2017-09-01,Prince Edward Island,25.64951454,11.04697042,13.87800358,14829,Summerside,17.8,1.2545454545454542,0,8.1,13,5,0,-63.84,46.44
2017-10-01,Prince Edward Island,25.87408069,10.53558234,13.51525497,14829,Summerside,16.7,1.4818181818181817,0,5.7,11.2,6.8,0,-63.84,46.44
2017-11-01,Prince Edward Island,27.99431442,11.40733887,15.28711029,14829,Summerside,9.7,1.1363636363636362,0.2,-0.7,4.5,13.5,0,-63.84,46.44
2017-12-01,Prince Edward Island,28.68311301,11.03301156,15.54635597,14829,Summerside,6.3,0.8545454545454544,4.1,0.8,3.6,14.4,0,-63.84,46.44
2018-01-01,Prince Edward Island,27.13512552,11.01092491,13.39410242,14829,Summerside,-12.5,1.1272727272727272,0,-17.2,-14.9,32.9,0,-63.84,46.44
2018-02-01,Prince Edward Island,26.08754402,9.599188492,14.21590093,14829,Summerside,2.4,1.1272727272727272,1.7,-9,-3.3,21.3,0,-63.84,46.44
2018-03-01,Prince Edward Island,25.51334446,9.365296719,12.30653094,14829,Summerside,0.4,1.1272727272727272,2.5,-5.7,-2.7,20.7,0,-63.84,46.44
2018-04-01,Prince Edward Island,25.58507841,11.56983755,11.76397987,14829,Summerside,5.1,1.1272727272727272,0.9,-1,2.1,15.9,0,-63.84,46.44
2018-05-01,Prince Edward Island,25.85229229,12.73962937,14.04441655,14829,Summerside,10,1.2090909090909088,0,4.2,7.1,10.9,0,-63.84,46.44
2018-06-01,Prince Edward Island,24.1689289,12.92911611,13.88807543,14829,Summerside,26.3,0.8727272727272727,3,11.5,18.9,0,0.9,-63.84,46.44
2018-07-01,Prince Edward Island,22.92518805,11.94201158,12.55262885,14829,Summerside,19.9,0.8727272727272726,0,11.6,15.8,2.2,0,-63.84,46.44
2018-08-01,Prince Edward Island,23.91374958,12.49307216,12.94912445,14829,Summerside,30.4,1.3727272727272726,0,18.1,24.3,0,6.3,-63.84,46.44
2018-09-01,Prince Edward Island,23.84805512,14.0877501,12.40111897,14829,Summerside,22,1.1454545454545453,0,8,15,3,0,-63.84,46.44
2018-10-01,Prince Edward Island,22.87789441,11.30693477,12.80042728,14829,Summerside,13.8,1.0636363636363635,1.1,4.8,9.3,8.7,0,-63.84,46.44
2018-11-01,Prince Edward Island,25.07500985,14.34239907,15.62327175,14829,Summerside,9,2.090909090909091,0.4,4.9,6.9,11.1,0,-63.84,46.44
2018-12-01,Prince Edward Island,23.74204137,13.78089114,11.39158686,14829,Summerside,0.4,1.818181818181818,0,-1.5,-0.5,18.5,0,-63.84,46.44
2019-01-01,Prince Edward Island,25.55991422,13.52322089,12.0274495,14829,Summerside,-1.2,1.818181818181818,7.2,-9.4,-5.3,23.3,0,-63.84,46.44
2019-02-01,Prince Edward Island,27.04804239,13.9007628,12.25096742,14829,Summerside,-11.6,2.2454545454545456,0,-17.1,-14.3,32.3,0,-63.84,46.44
2019-03-01,Prince Edward Island,30.04185609,13.96164363,12.36230833,14829,Summerside,-1.6,2.2454545454545456,0,-12.3,-6.9,24.9,0,-63.84,46.44
2019-04-01,Prince Edward Island,29.18242021,14.55909719,15.68117464,14829,Summerside,8.5,2.145454545454545,11.3,-2.2,3.1,14.9,0,-63.84,46.44
2019-05-01,Prince Edward Island,25.98551274,10.74810512,16.19223191,14829,Summerside,10.5,2.663636363636364,0,0.4,5.4,12.6,0,-63.84,46.44
2019-06-01,Prince Edward Island,26.68002309,11.98800946,16.97368042,14829,Summerside,20.2,2.709090909090909,0,2.7,11.5,6.5,0,-63.84,46.44
2019-07-01,Prince Edward Island,24.77664273,12.56311621,15.08562911,14829,Summerside,14.1,2.0545454545454547,4.7,12.2,13.2,4.8,0,-63.84,46.44
2019-08-01,Prince Edward Island,26.83778453,13.27101798,17.0350792,14829,Summerside,26.7,2.0727272727272728,0,13.9,20.3,0,2.3,-63.84,46.44
2019-09-01,Prince Edward Island,26.02861275,12.98576057,14.4207786,14829,Summerside,19.8,2.0727272727272728,0,9.9,14.9,3.1,0,-63.84,46.44
2019-10-01,Prince Edward Island,28.86815627,11.89834417,13.75382438,14829,Summerside,11.9,1.8090909090909089,6.1,7,9.4,8.6,0,-63.84,46.44
2019-11-01,Prince Edward Island,27.76371267,12.42867452,13.05330881,14829,Summerside,19.1,2,0.5,5.1,12.1,5.9,0,-63.84,46.44
2019-12-01,Prince Edward Island,31.11963388,13.09576668,14.43899328,14829,Summerside,-1.8,2.5818181818181816,0,-10.9,-6.4,24.4,0,-63.84,46.44
2020-01-01,Prince Edward Island,33.75005021,13.47623477,16.60117271,14829,Summerside,3,2.1545454545454548,0.2,-2.4,0.3,17.7,0,-63.84,46.44
2020-02-01,Prince Edward Island,30.9320442,13.89430302,14.96538222,14829,Summerside,-2.7,2.1545454545454548,0,-13.5,-8.1,26.1,0,-63.84,46.44
2020-03-01,Prince Edward Island,29.48505896,13.40287148,15.15599938,14829,Summerside,-1.4,2.2454545454545456,8.4,-4.7,-3,21,0,-63.84,46.44
2020-04-01,Prince Edward Island,29.13729754,11.28709309,13.12505691,14829,Summerside,1.6,1.6909090909090911,2.1,-0.8,0.4,17.6,0,-63.84,46.44
2020-05-01,Prince Edward Island,32.00463325,10.48622044,14.63573236,14829,Summerside,16.2,1.6454545454545455,6.4,3.5,9.8,8.2,0,-63.84,46.44
2020-06-01,Prince Edward Island,32.37472081,11.51450137,14.68187007,14829,Summerside,13.7,2.0090909090909093,0,4.8,9.3,8.7,0,-63.84,46.44
2020-07-01,Prince Edward Island,29.54246669,11.34294379,13.36750573,14829,Summerside,24.5,2.118181818181818,0,16.8,20.7,0,2.7,-63.84,46.44
2020-08-01,Prince Edward Island,29.55270279,11.93789064,15.57058866,14829,Summerside,23.1,2.118181818181818,1,13.9,18.5,0,0.5,-63.84,46.44
2020-09-01,Prince Edward Island,28.15749261,13.53266491,12.736105,14829,Summerside,21.8,1.3545454545454545,0,7,14.4,3.6,0,-63.84,46.44
2020-10-01,Prince Edward Island,28.27018133,12.88616085,13.0303968,14829,Summerside,20.4,2.0181818181818185,0,13.4,16.9,1.1,0,-63.84,46.44
2020-11-01,Prince Edward Island,29.34748801,11.99168406,11.54401248,14829,Summerside,11.7,1.8636363636363635,4,-2.6,4.5,13.5,0,-63.84,46.44
2020-12-01,Prince Edward Island,28.78800567,12.78037106,11.85622829,14829,Summerside,14.9,2.190909090909091,1.4,8.8,11.9,6.1,0,-63.84,46.44
2021-01-01,Prince Edward Island,40.44080309,12.61576124,14.41713222,14829,Summerside,-1.6,2.3278409090909093,0,-8.1,-4.9,22.9,0,-63.84,46.44
2021-02-01,Prince Edward Island,38.82367484,13.75772843,15.56649772,14829,Summerside,-2,2.2369318181818185,0,-4.3,-3.2,21.2,0,-63.84,46.44
2021-03-01,Prince Edward Island,37.54645613,14.3141109,14.38848801,14829,Summerside,1.1,2.2369318181818185,9.4,-7.8,-3.4,21.4,0,-63.84,46.44
2021-04-01,Prince Edward Island,40.96260643,14.9503591,16.89862709,14829,Summerside,14.3,2.2369318181818185,4.7,5.5,9.9,8.1,0,-63.84,46.44
2021-05-01,Prince Edward Island,31.48588991,13.80639947,15.79394384,14829,Summerside,11.8,1.8732954545454548,3.6,2.5,7.2,10.8,0,-63.84,46.44
2021-06-01,Prince Edward Island,29.20627133,9.889557306,17.32802274,14829,Summerside,18.6,1.7460227272727276,1.50625,8.8,13.7,4.3,0,-63.84,46.44
2021-07-01,Prince Edward Island,26.42828446,9.465837881,16.44697178,14829,Summerside,19.8,1.7460227272727276,0,12.7,16.2,1.8,0,-63.84,46.44
2021-08-01,Prince Edward Island,26.22744102,12.79938653,17.75722429,14829,Summerside,24,1.9206250000000005,0,13.8,18.9,0,0.9,-63.84,46.44
2021-09-01,Prince Edward Island,27.51795138,13.72767392,14.0664496,14829,Summerside,23.5,1.0895833333333336,0,15.2,19.4,0,1.4,-63.84,46.44
2021-10-01,Prince Edward Island,29.59334598,12.25832764,16.90441852,14829,Summerside,14.7,0.6382812500000002,0,10,12.4,5.6,0,-63.84,46.44
2021-11-01,Prince Edward Island,33.42521432,10.76763027,19.23262365,14829,Summerside,16,0.2151785714285717,0,6.6,11.3,6.7,0,-63.84,46.44
2021-12-01,Prince Edward Island,34.474749,10.32467005,16.49068702,14829,Summerside,1.5,0,0,-4.1,-1.3,19.3,0,-63.84,46.44
